year,month,day,dep_delay,arr_delay,carrier,origin,dest,air_time,distance,hour
2014,1,23,8,23,B6,LGA,FLL,167,1076,21
2014,1,23,118,127,B6,JFK,TPA,162,1005,10
2014,1,23,105,111,B6,JFK,SRQ,163,1041,9
2014,1,23,100,112,B6,JFK,MCO,157,944,16
2014,1,23,-3,14,B6,JFK,FLL,165,1069,5
2014,1,23,13,53,B6,JFK,FLL,159,1069,8
2014,1,23,-1,-20,B6,JFK,LAS,299,2248,18
2014,1,23,4,0,B6,JFK,SJU,200,1598,17
2014,1,23,0,29,B6,JFK,AUS,244,1521,20
2014,1,23,28,17,B6,JFK,PBI,153,1028,17
2014,1,23,15,18,B6,JFK,SJU,201,1598,6
2014,1,23,-3,2,B6,JFK,FLL,165,1069,15
2014,1,23,42,89,B6,JFK,AUS,271,1521,9
2014,1,23,24,-12,B6,JFK,SMF,323,2521,19
2014,1,23,-1,21,B6,JFK,RSW,175,1074,6
2014,1,23,10,14,B6,JFK,TPA,166,1005,15
2014,1,23,29,-3,B6,JFK,PHX,289,2153,19
2014,1,23,32,-7,B6,JFK,PDX,311,2454,21
2014,1,23,-4,-7,B6,EWR,MCO,145,937,8
2014,1,23,17,5,B6,EWR,RSW,166,1068,8
2014,1,23,0,11,B6,JFK,PBI,156,1028,6
2014,1,23,27,30,B6,LGA,SRQ,169,1047,13
2014,1,23,-6,4,B6,LGA,MCO,155,950,20
2014,1,23,0,2,B6,EWR,FLL,155,1065,6
2014,1,23,63,66,B6,EWR,FLL,162,1065,14
2014,1,23,4,1,B6,EWR,SJU,208,1608,8
2014,1,23,88,65,B6,JFK,DEN,220,1626,22
2014,1,23,0,10,B6,JFK,BQN,202,1576,23
2014,1,23,3,10,B6,JFK,ROC,52,264,9
2014,1,23,18,26,B6,JFK,FLL,170,1069,13
2014,1,23,19,26,B6,JFK,FLL,159,1069,9
2014,1,23,47,49,B6,LGA,PBI,164,1035,17
2014,1,23,3,28,B6,JFK,BQN,196,1576,6
2014,1,23,11,7,B6,JFK,SJU,206,1598,15
2014,1,23,28,35,B6,JFK,FLL,167,1069,14
2014,1,23,-1,9,B6,JFK,SJU,202,1598,20
2014,1,23,49,60,B6,JFK,MCO,155,944,20
2014,1,23,68,48,B6,JFK,ABQ,256,1826,21
2014,1,23,-5,0,B6,JFK,RSW,168,1074,12
2014,1,23,8,27,B6,LGA,FLL,167,1076,19
2014,1,23,1,-24,B6,JFK,SLC,267,1990,19
2014,1,23,1,-3,B6,JFK,BUR,330,2465,17
2014,1,23,0,-1,B6,EWR,FLL,155,1065,9
2014,1,23,8,11,B6,EWR,FLL,161,1065,17
2014,1,23,-2,-15,B6,JFK,PBI,149,1028,7
2014,1,23,0,-36,B6,JFK,LAX,327,2475,16
2014,1,23,27,38,B6,JFK,TPA,157,1005,10
2014,1,23,9,20,B6,LGA,TPA,164,1010,7
2014,1,23,32,36,B6,LGA,FLL,164,1076,15
2014,1,23,23,14,B6,JFK,LAX,336,2475,9
2014,1,23,-1,-15,B6,JFK,ORD,122,740,6
2014,1,23,0,14,B6,EWR,MCO,151,937,21
2014,1,23,50,27,B6,JFK,LAX,331,2475,21
2014,1,23,69,74,B6,JFK,BUF,59,301,11
2014,1,23,26,11,B6,JFK,MCO,147,944,16
2014,1,23,78,33,B6,JFK,SFO,331,2586,21
2014,1,23,-1,-21,B6,JFK,OAK,335,2576,16
2014,1,23,7,21,B6,JFK,MCO,148,944,8
2014,1,23,14,15,B6,LGA,MCO,161,950,17
2014,1,23,6,22,B6,LGA,MCO,152,950,9
2014,1,23,-2,2,B6,JFK,JAX,129,828,8
2014,1,23,29,30,B6,JFK,JAX,137,828,15
2014,1,23,13,-14,B6,JFK,LAS,292,2248,21
2014,1,23,6,9,B6,JFK,TPA,165,1005,19
2014,1,23,72,73,B6,JFK,FLL,166,1069,21
2014,1,23,0,18,B6,LGA,FLL,167,1076,9
2014,1,23,23,10,B6,JFK,LAS,312,2248,10
2014,1,23,106,111,B6,LGA,TPA,168,1010,17
2014,1,23,-3,1,B6,LGA,FLL,158,1076,5
2014,1,23,-3,5,B6,EWR,PBI,153,1023,18
2014,1,23,0,2,B6,JFK,FLL,164,1069,10
2014,1,23,0,-9,B6,JFK,SJU,203,1598,8
2014,1,23,-1,1,B6,JFK,FLL,165,1069,18
2014,1,23,0,-2,B6,LGA,PBI,153,1035,7
2014,1,23,6,14,B6,EWR,TPA,161,997,15
2014,1,23,26,23,B6,JFK,MCO,154,944,18
2014,1,23,-3,13,B6,JFK,PSE,211,1617,23
2014,1,23,47,59,B6,EWR,PBI,156,1023,17
2014,1,23,0,19,B6,JFK,TPA,159,1005,6
2014,1,23,32,27,B6,LGA,RSW,177,1080,13
2014,1,23,-2,9,B6,JFK,MCO,154,944,5
2014,1,23,-8,-35,B6,JFK,LGB,322,2465,13
2014,1,23,32,41,B6,JFK,PBI,164,1028,20
2014,1,23,19,30,B6,EWR,MCO,155,937,18
2014,1,23,62,87,B6,JFK,MCO,152,944,10
2014,1,23,-1,-22,B6,JFK,LGB,328,2465,18
2014,1,23,35,27,B6,JFK,LAX,342,2475,7
2014,1,23,14,-4,B6,JFK,SFO,347,2586,17
2014,1,23,-1,-34,B6,JFK,SFO,341,2586,8
2014,1,23,-1,-14,B6,JFK,SAN,340,2446,8
2014,1,23,31,38,B6,JFK,BOS,35,187,23
2014,1,23,13,38,B6,JFK,MCO,156,944,12
2014,1,23,27,22,B6,JFK,SJU,203,1598,7
2014,1,23,-2,27,EV,EWR,SAV,135,708,19
2014,1,23,202,200,EV,EWR,MCI,166,1092,18
2014,1,23,174,167,EV,EWR,BNA,123,748,21
2014,1,23,81,87,EV,EWR,BWI,39,169,9
2014,1,23,-7,-26,EV,LGA,CLE,71,419,20
2014,1,23,157,141,EV,EWR,STL,139,872,20
2014,1,23,74,56,EV,EWR,OKC,194,1325,21
2014,1,23,94,112,EV,EWR,MSY,201,1167,18
2014,1,23,-2,8,EV,EWR,GSP,106,594,20
2014,1,23,5,3,EV,EWR,MKE,111,725,20
2014,1,23,45,49,EV,EWR,ATL,132,746,15
2014,1,23,52,49,EV,EWR,BTV,44,266,8
2014,1,23,-2,-11,EV,EWR,DCA,40,199,6
2014,1,23,35,48,EV,EWR,JAX,140,820,15
2014,1,23,100,100,EV,EWR,DTW,87,488,16
2014,1,23,32,34,EV,EWR,CMH,88,463,7
2014,1,23,177,164,EV,EWR,OMA,172,1134,10
2014,1,23,193,199,EV,EWR,CAE,106,602,21
2014,1,23,30,34,EV,EWR,MEM,163,946,17
2014,1,23,29,21,EV,EWR,XNA,182,1131,8
2014,1,23,192,190,EV,EWR,PIT,65,319,9
2014,1,23,14,24,EV,EWR,RDU,78,416,6
2014,1,23,91,82,EV,EWR,ROC,47,246,16
2014,1,23,-1,-2,EV,EWR,JAX,135,820,8
2014,1,23,87,94,EV,EWR,IND,115,645,7
2014,1,23,5,14,EV,EWR,IND,121,645,13
2014,1,23,27,26,EV,EWR,MCI,161,1092,20
2014,1,23,4,-6,EV,EWR,PVD,32,160,21
2014,1,23,95,96,EV,EWR,MHT,40,209,15
2014,1,23,14,20,EV,EWR,BNA,136,748,15
2014,1,23,111,110,EV,EWR,MSY,197,1167,14
2014,1,23,69,64,EV,EWR,PWM,52,284,20
2014,1,23,-1,-11,EV,EWR,MKE,116,725,10
2014,1,23,133,128,EV,EWR,RIC,57,277,19
2014,1,23,12,27,EV,EWR,MSY,199,1167,7
2014,1,23,-3,4,EV,EWR,IND,114,645,11
2014,1,23,77,76,EV,EWR,CLT,98,529,7
2014,1,23,53,41,EV,EWR,MKE,115,725,16
2014,1,23,11,20,EV,EWR,PWM,50,284,15
2014,1,23,120,116,EV,EWR,CLT,103,529,21
2014,1,23,-3,5,EV,EWR,RDU,84,416,7
2014,1,23,29,25,EV,EWR,GSO,81,445,13
2014,1,23,3,10,EV,EWR,ROC,47,246,16
2014,1,23,-5,4,EV,EWR,MCI,178,1092,11
2014,1,23,72,70,EV,EWR,GSP,107,594,16
2014,1,23,71,52,EV,EWR,GRR,94,605,16
2014,1,23,23,23,EV,EWR,MSP,148,1008,15
2014,1,23,-3,-9,EV,EWR,STL,134,872,21
2014,1,23,60,60,EV,EWR,GRR,98,605,7
2014,1,23,100,98,EV,EWR,MSP,151,1008,19
2014,1,23,219,217,EV,EWR,STL,139,872,18
2014,1,23,22,-1,EV,EWR,DTW,81,488,18
2014,1,23,32,60,EV,EWR,BNA,137,748,7
2014,1,23,52,34,EV,EWR,MSP,140,1008,15
2014,1,23,8,11,EV,EWR,MEM,168,946,8
2014,1,23,0,-14,EV,EWR,DSM,146,1017,19
2014,1,23,133,144,EV,EWR,CVG,110,569,15
2014,1,23,41,40,EV,EWR,GSO,85,445,21
2014,1,23,37,36,EV,EWR,CLT,105,529,10
2014,1,23,97,98,EV,EWR,BTV,46,266,12
2014,1,23,-4,19,EV,EWR,CVG,114,569,8
2014,1,23,-3,-12,EV,LGA,MHT,35,195,14
2014,1,23,-4,14,EV,LGA,MHT,39,195,10
2014,1,23,1,-6,EV,LGA,PIT,64,335,6
2014,1,23,26,8,EV,LGA,GSO,86,461,15
2014,1,23,56,42,EV,LGA,CLT,102,544,14
2014,1,23,-5,-15,EV,LGA,BHM,142,866,20
2014,1,23,24,26,EV,LGA,CAE,107,617,19
2014,1,23,54,35,EV,LGA,RIC,57,292,22
2014,1,23,4,9,EV,LGA,BNA,136,764,16
2014,1,23,1,9,EV,EWR,JAX,141,820,11
2014,1,23,12,0,EV,LGA,RIC,56,292,10
2014,1,23,55,33,EV,LGA,MSN,120,812,14
2014,1,23,31,13,EV,LGA,BGR,49,378,22
2014,1,23,-2,-23,EV,LGA,ORF,53,296,20
2014,1,23,79,61,EV,LGA,RIC,64,292,16
2014,1,23,27,21,EV,LGA,CLT,101,544,8
2014,1,23,33,14,EV,LGA,CMH,84,479,13
2014,1,23,3,-9,EV,LGA,CLE,72,419,12
2014,1,23,65,52,EV,EWR,MSP,147,1008,7
2014,1,23,18,2,EV,EWR,DTW,81,488,17
2014,1,23,-2,-22,EV,LGA,GRR,96,618,10
2014,1,23,15,28,EV,EWR,CVG,116,569,18
2014,1,23,22,34,EV,EWR,CVG,105,569,21
2014,1,23,62,62,EV,LGA,BTV,38,258,10
2014,1,23,7,-20,EV,LGA,MSN,114,812,20
2014,1,23,6,-16,EV,LGA,ORF,52,296,15
2014,1,23,15,0,EV,LGA,OMA,160,1148,20
2014,1,23,-4,-8,EV,LGA,CLE,70,419,16
2014,1,23,-9,4,EV,LGA,SYR,43,198,9
2014,1,23,5,6,EV,LGA,SAV,119,722,9
2014,1,23,-5,-26,EV,EWR,DTW,82,488,10
2014,1,23,0,-13,EV,LGA,BNA,127,764,8
2014,1,23,-1,7,EV,LGA,IAD,62,229,19
2014,1,23,13,35,EV,EWR,MSY,200,1167,20
2014,1,23,83,64,EV,EWR,ALB,29,143,23
2014,1,23,45,35,EV,EWR,MHT,43,209,22
2014,1,23,-6,-16,EV,EWR,RIC,57,277,8
2014,1,23,64,68,EV,EWR,IAD,57,212,14
2014,1,23,-1,-11,EV,EWR,SYR,43,195,22
2014,1,23,0,-21,F9,LGA,DEN,213,1620,17
2014,1,23,-10,1,DL,EWR,ATL,123,746,7
2014,1,23,-2,-11,DL,LGA,DTW,86,502,7
2014,1,23,6,4,DL,LGA,ATL,129,762,16
2014,1,23,20,18,DL,LGA,DEN,234,1620,8
2014,1,23,4,7,DL,LGA,ATL,126,762,6
2014,1,23,-5,-8,DL,LGA,TPA,155,1010,8
2014,1,23,2,-15,DL,LGA,DTW,83,502,12
2014,1,23,49,32,DL,LGA,ATL,127,762,20
2014,1,23,13,44,DL,LGA,PBI,163,1035,10
2014,1,23,-5,-24,DL,LGA,DTW,77,502,14
2014,1,23,-1,9,DL,EWR,ATL,125,746,11
2014,1,23,-1,1,DL,EWR,ATL,123,746,12
2014,1,23,36,38,DL,EWR,ATL,126,746,18
2014,1,23,31,18,DL,LGA,TPA,163,1010,20
2014,1,23,5,-1,DL,LGA,MCO,163,950,19
2014,1,23,-5,-7,DL,EWR,ATL,123,746,8
2014,1,23,17,-14,DL,EWR,SLC,258,1969,17
2014,1,23,-4,-11,DL,LGA,ATL,130,762,6
2014,1,23,-3,-3,DL,LGA,MCO,151,950,17
2014,1,23,7,-16,DL,LGA,MSP,146,1020,16
2014,1,23,-2,12,DL,LGA,FLL,175,1076,8
2014,1,23,13,-14,DL,LGA,PBI,147,1035,12
2014,1,23,-2,-1,DL,LGA,ATL,127,762,10
2014,1,23,151,154,DL,LGA,MIA,172,1096,16
2014,1,23,45,23,DL,LGA,ATL,122,762,15
2014,1,23,33,29,DL,LGA,ATL,129,762,18
2014,1,23,9,18,DL,LGA,ATL,132,762,18
2014,1,23,59,58,DL,LGA,ATL,131,762,19
2014,1,23,24,13,DL,LGA,MCO,150,950,12
2014,1,23,34,33,DL,LGA,MSY,190,1183,16
2014,1,23,30,16,DL,LGA,MSY,189,1183,19
2014,1,23,-3,0,DL,LGA,ATL,123,762,8
2014,1,23,-6,-4,DL,LGA,FLL,174,1076,13
2014,1,23,-5,-34,DL,LGA,MSP,142,1020,14
2014,1,23,-3,9,DL,LGA,ATL,130,762,9
2014,1,23,18,7,DL,LGA,FLL,164,1076,18
2014,1,23,17,4,DL,LGA,TPA,160,1010,11
2014,1,23,13,5,DL,LGA,FLL,160,1076,7
2014,1,23,-2,11,DL,LGA,MCO,150,950,9
2014,1,23,3,-7,DL,LGA,PBI,159,1035,14
2014,1,23,-11,-2,FL,LGA,CAK,72,397,9
2014,1,23,6,-7,FL,LGA,CAK,67,397,20
2014,1,23,0,-15,FL,LGA,ATL,129,762,14
2014,1,23,-4,3,FL,LGA,ATL,128,762,9
2014,1,23,18,-2,FL,LGA,ATL,127,762,11
2014,1,23,-8,-28,FL,LGA,ATL,128,762,19
2014,1,23,47,36,FL,LGA,ATL,128,762,18
2014,1,23,20,59,HA,JFK,HNL,668,4983,9
2014,1,23,-1,-2,MQ,LGA,CLT,98,544,13
2014,1,23,-2,2,MQ,JFK,CMH,93,483,15
2014,1,23,0,7,MQ,LGA,STL,142,888,8
2014,1,23,90,89,MQ,LGA,DTW,88,502,8
2014,1,23,-7,-6,MQ,JFK,CLE,90,425,14
2014,1,23,-8,-24,MQ,LGA,STL,136,888,18
2014,1,23,38,29,MQ,LGA,STL,138,888,16
2014,1,23,13,12,MQ,JFK,BNA,137,765,17
2014,1,23,-4,-13,MQ,LGA,STL,139,888,11
2014,1,23,-11,17,MQ,JFK,CVG,112,589,15
2014,1,23,0,17,MQ,JFK,TPA,154,1005,7
2014,1,23,8,16,MQ,JFK,TPA,165,1005,15
2014,1,23,-2,-14,MQ,JFK,BWI,43,184,16
2014,1,23,24,13,EV,EWR,MSP,149,1008,21
2014,1,23,21,23,EV,EWR,CVG,109,569,16
2014,1,23,-8,-4,EV,EWR,TYS,120,631,19
2014,1,23,158,151,EV,EWR,MCI,185,1092,10
2014,1,23,54,63,EV,EWR,CHS,108,628,10
2014,1,23,-3,-28,MQ,JFK,ORF,53,290,16
2014,1,23,0,-7,MQ,JFK,DCA,46,213,11
2014,1,23,1,5,MQ,JFK,PIT,74,340,15
2014,1,23,-7,-2,MQ,LGA,RDU,78,431,16
2014,1,23,-4,-12,MQ,LGA,RDU,78,431,13
2014,1,23,26,32,MQ,LGA,CLE,80,419,8
2014,1,23,1,4,MQ,LGA,CMH,85,479,11
2014,1,23,15,31,MQ,LGA,ATL,131,762,16
2014,1,23,-7,-5,MQ,JFK,RDU,81,427,14
2014,1,23,5,9,MQ,JFK,RDU,81,427,12
2014,1,23,-3,-7,MQ,JFK,DCA,56,213,16
2014,1,23,4,16,MQ,JFK,DCA,50,213,8
2014,1,23,-4,-7,MQ,JFK,RDU,82,427,19
2014,1,23,-4,8,MQ,LGA,CLT,102,544,20
2014,1,23,49,47,MQ,JFK,DCA,53,213,12
2014,1,23,-2,-7,MQ,LGA,CMH,84,479,14
2014,1,23,0,-5,MQ,LGA,RDU,79,431,12
2014,1,23,-1,1,MQ,LGA,ATL,129,762,20
2014,1,23,1,16,MQ,LGA,RDU,79,431,15
2014,1,23,-8,-10,US,EWR,CLT,99,529,8
2014,1,23,-6,4,US,JFK,CLT,102,541,18
2014,1,23,19,8,US,JFK,PHX,306,2153,13
2014,1,23,-3,-4,US,EWR,PHX,307,2133,10
2014,1,23,-3,-16,US,JFK,PHX,306,2153,16
2014,1,23,6,3,US,JFK,PHX,316,2153,10
2014,1,23,-4,-30,US,EWR,PHX,287,2133,16
2014,1,23,-1,-2,US,EWR,PHX,303,2133,13
2014,1,23,-4,4,US,EWR,CLT,99,529,17
2014,1,23,3,26,US,JFK,CLT,125,541,12
2014,1,23,-3,1,US,LGA,CLT,101,544,15
2014,1,23,0,14,US,EWR,CLT,105,529,13
2014,1,23,4,-1,US,JFK,CLT,100,541,10
2014,1,23,3,-1,US,LGA,CLT,102,544,17
2014,1,23,25,19,US,EWR,CLT,102,529,6
2014,1,23,-6,19,US,LGA,CLT,101,544,9
2014,1,23,-3,2,US,LGA,CLT,103,544,7
2014,1,23,-12,3,US,EWR,CLT,105,529,10
2014,1,23,-5,7,US,EWR,CLT,96,529,18
2014,1,23,-3,20,US,LGA,PHL,47,96,15
2014,1,23,5,6,US,JFK,CLT,106,541,13
2014,1,23,6,10,US,JFK,CLT,105,541,8
2014,1,23,2,0,US,LGA,CLT,99,544,12
2014,1,23,-3,1,US,LGA,CLT,104,544,11
2014,1,23,-3,3,US,EWR,CLT,97,529,4
2014,1,23,12,10,US,JFK,CLT,104,541,6
2014,1,23,-4,-13,US,LGA,PHL,30,96,5
2014,1,23,-4,-8,US,EWR,CLT,100,529,6
2014,1,23,-2,1,US,LGA,CLT,103,544,14
2014,1,23,-5,0,US,LGA,CLT,101,544,18
2014,1,23,-5,12,US,EWR,CLT,103,529,14
2014,1,23,-5,-7,US,LGA,CLT,100,544,8
2014,1,23,-6,-6,US,LGA,CLT,107,544,6
2014,1,23,-7,-17,US,LGA,BOS,33,184,5
2014,1,23,-2,-13,US,LGA,BOS,37,184,6
2014,1,23,-7,-9,US,LGA,BOS,33,184,7
2014,1,23,-7,-15,US,LGA,BOS,36,184,8
2014,1,23,-4,-15,US,LGA,BOS,31,184,10
2014,1,23,-7,-25,US,LGA,BOS,38,184,11
2014,1,23,-8,-15,US,LGA,BOS,33,184,12
2014,1,23,-10,-14,US,LGA,BOS,35,184,13
2014,1,23,-6,-21,US,LGA,BOS,37,184,14
2014,1,23,-7,-17,US,LGA,BOS,37,184,15
2014,1,23,-3,-14,US,LGA,BOS,41,184,16
2014,1,23,-6,-14,US,LGA,BOS,38,184,17
2014,1,23,-5,-8,US,LGA,BOS,37,184,18
2014,1,23,-8,-23,US,LGA,BOS,38,184,19
2014,1,23,-11,-24,US,LGA,BOS,40,184,20
2014,1,23,-4,1,US,LGA,DCA,43,214,5
2014,1,23,-4,-3,US,LGA,DCA,44,214,6
2014,1,23,-3,13,US,LGA,DCA,56,214,7
2014,1,23,-3,12,US,LGA,DCA,52,214,8
2014,1,23,-7,-4,US,LGA,DCA,47,214,9
2014,1,23,-2,29,US,LGA,DCA,70,214,10
2014,1,23,4,3,US,LGA,DCA,58,214,12
2014,1,23,-9,-8,US,LGA,DCA,52,214,12
2014,1,23,0,-3,US,LGA,DCA,48,214,14
2014,1,23,-6,-18,US,LGA,DCA,51,214,14
2014,1,23,-1,-6,US,LGA,DCA,51,214,15
2014,1,23,-5,-5,US,LGA,DCA,53,214,16
2014,1,23,17,14,US,LGA,DCA,58,214,18
2014,1,23,-3,-7,US,LGA,DCA,50,214,18
2014,1,23,4,-5,US,LGA,DCA,47,214,20
2014,1,23,-9,-8,US,LGA,DCA,54,214,20
2014,1,23,-7,-14,UA,EWR,BOS,38,200,7
2014,1,23,130,122,UA,LGA,ORD,111,733,15
2014,1,23,0,-11,UA,LGA,ORD,116,733,15
2014,1,23,-5,-17,UA,LGA,ORD,111,733,16
2014,1,23,-3,-28,UA,LGA,ORD,108,733,17
2014,1,23,20,5,UA,LGA,ORD,110,733,20
2014,1,23,146,175,UA,EWR,IAH,233,1400,11
2014,1,23,107,96,UA,JFK,LAX,345,2475,10
2014,1,23,-7,-1,UA,LGA,ORD,118,733,8
2014,1,23,6,-29,UA,EWR,SNA,325,2434,17
2014,1,23,22,10,UA,EWR,FLL,158,1065,14
2014,1,23,-4,-46,UA,JFK,SFO,331,2586,11
2014,1,23,29,19,UA,JFK,LAX,326,2475,15
2014,1,23,-2,-18,UA,EWR,BOS,37,200,20
2014,1,23,0,-6,UA,EWR,LAX,329,2454,8
2014,1,23,4,26,UA,EWR,IAH,236,1400,17
2014,1,23,13,-15,UA,EWR,DEN,215,1605,18
2014,1,23,-2,0,UA,EWR,CLE,74,404,18
2014,1,23,0,-23,UA,EWR,LAX,333,2454,13
2014,1,23,11,4,UA,EWR,MCO,151,937,16
2014,1,23,17,-26,UA,EWR,LAX,303,2454,18
2014,1,23,21,15,UA,EWR,BOS,38,200,22
2014,1,23,22,20,UA,EWR,MIA,154,1085,7
2014,1,23,14,2,UA,EWR,LAS,302,2227,17
2014,1,23,36,4,UA,EWR,DEN,213,1605,14
2014,1,23,2,8,UA,EWR,MCO,148,937,17
2014,1,23,2,0,UA,EWR,LAS,326,2227,10
2014,1,23,1,22,UA,EWR,TPA,164,997,7
2014,1,23,2,-1,UA,EWR,BOS,39,200,15
2014,1,23,2,-15,UA,EWR,EGE,250,1725,9
2014,1,23,15,8,UA,EWR,DEN,234,1605,7
2014,1,23,12,11,UA,EWR,PBI,157,1023,11
2014,1,23,1,1,UA,EWR,MCO,148,937,6
2014,1,23,-3,-12,UA,EWR,BOS,40,200,13
2014,1,23,27,34,UA,EWR,TPA,163,997,18
2014,1,23,4,1,UA,EWR,RSW,168,1068,11
2014,1,23,-2,-4,UA,EWR,BOS,39,200,6
2014,1,23,0,-8,UA,EWR,ORD,110,719,18
2014,1,23,21,50,UA,EWR,IAH,234,1400,16
2014,1,23,-7,-7,UA,EWR,MCO,152,937,11
2014,1,23,56,66,UA,EWR,MIA,162,1085,15
2014,1,23,24,-8,UA,EWR,SAN,320,2425,15
2014,1,23,3,-7,UA,LGA,DEN,232,1620,11
2014,1,23,16,32,UA,EWR,SJU,213,1608,8
2014,1,23,22,-6,UA,EWR,LAX,319,2454,17
2014,1,23,4,-17,UA,EWR,LAX,331,2454,20
2014,1,23,13,46,UA,EWR,IAH,237,1400,14
2014,1,23,9,0,UA,EWR,FLL,163,1065,16
2014,1,23,-2,-18,UA,EWR,ORD,117,719,12
2014,1,23,44,29,UA,EWR,PBI,150,1023,19
2014,1,23,3,0,UA,EWR,MCO,147,937,14
2014,1,23,-5,18,UA,EWR,SFO,368,2565,6
2014,1,23,-1,-12,UA,EWR,SFO,351,2565,7
2014,1,23,9,7,UA,EWR,TPA,161,997,20
2014,1,23,-6,-11,UA,LGA,CLE,79,419,15
2014,1,23,4,-9,UA,EWR,LAX,347,2454,6
2014,1,23,-1,5,UA,EWR,TPA,157,997,11
2014,1,23,15,-6,UA,EWR,SAN,318,2425,18
2014,1,23,-1,16,UA,LGA,IAH,229,1416,7
2014,1,23,5,12,UA,LGA,IAH,232,1416,8
2014,1,23,40,25,UA,EWR,LAX,324,2454,19
2014,1,23,4,-36,UA,EWR,SFO,315,2565,18
2014,1,23,0,-15,UA,EWR,LAX,334,2454,14
2014,1,23,63,65,UA,EWR,LAS,309,2227,7
2014,1,23,-2,-13,UA,EWR,STT,210,1634,9
2014,1,23,15,-17,UA,EWR,SFO,325,2565,17
2014,1,23,0,-14,UA,EWR,MIA,156,1085,12
2014,1,23,9,24,UA,EWR,IAH,217,1400,5
2014,1,23,19,18,UA,EWR,PBI,157,1023,20
2014,1,23,2,-12,UA,EWR,ORD,115,719,17
2014,1,23,16,28,UA,EWR,SFO,346,2565,6
2014,1,23,2,19,UA,EWR,RSW,177,1068,14
2014,1,23,27,38,UA,EWR,MCO,152,937,8
2014,1,23,10,-14,UA,EWR,LAX,324,2454,15
2014,1,23,10,7,UA,EWR,FLL,158,1065,12
2014,1,23,1,18,UA,EWR,TPA,162,997,15
2014,1,23,6,-17,UA,EWR,DEN,219,1605,12
2014,1,23,-5,-4,UA,EWR,SAN,351,2425,9
2014,1,23,8,1,UA,EWR,PBI,150,1023,6
2014,1,23,-4,-15,UA,EWR,CLE,72,404,16
2014,1,23,10,10,UA,EWR,ORD,118,719,8
2014,1,23,4,-16,UA,EWR,DEN,224,1605,8
2014,1,23,6,-36,UA,EWR,SFO,337,2565,20
2014,1,23,23,-5,UA,EWR,SFO,340,2565,14
2014,1,23,-1,-15,UA,EWR,PBI,149,1023,8
2014,1,23,68,48,UA,EWR,ORD,109,719,17
2014,1,23,3,20,UA,EWR,FLL,164,1065,20
2014,1,23,-8,-10,UA,EWR,MCO,148,937,19
2014,1,23,5,-19,UA,EWR,BOS,44,200,20
2014,1,23,-1,19,UA,EWR,IAH,242,1400,10
2014,1,23,-1,-43,UA,EWR,SFO,329,2565,11
2014,1,23,21,28,UA,EWR,ORD,112,719,7
2014,1,23,20,18,UA,EWR,FLL,166,1065,19
2014,1,23,7,-12,UA,EWR,LAX,335,2454,11
2014,1,23,10,-18,VX,JFK,SFO,349,2586,7
2014,1,23,3,-11,VX,EWR,LAX,338,2454,13
2014,1,23,0,-26,VX,EWR,LAX,326,2454,17
2014,1,23,60,6,VX,EWR,SFO,328,2565,11
2014,1,23,13,-30,VX,EWR,SFO,346,2565,17
2014,1,23,19,-3,VX,JFK,SFO,354,2586,10
2014,1,23,2,1,VX,JFK,LAS,321,2248,9
2014,1,23,-5,-48,VX,JFK,SFO,341,2586,16
2014,1,23,2,-27,VX,JFK,SFO,345,2586,18
2014,1,23,249,228,VX,JFK,LAX,345,2475,11
2014,1,23,12,13,VX,JFK,LAX,347,2475,9
2014,1,23,53,38,VX,JFK,LAX,342,2475,13
2014,1,23,5,-24,VX,JFK,LAX,331,2475,17
2014,1,23,4,-24,VX,JFK,LAX,328,2475,20
2014,1,23,1,-6,WN,EWR,AUS,238,1504,9
2014,1,23,-6,-11,WN,EWR,BNA,130,748,13
2014,1,23,-5,-21,WN,EWR,BNA,130,748,7
2014,1,23,1,-22,WN,EWR,DEN,226,1605,12
2014,1,23,-3,-23,WN,EWR,DEN,223,1605,15
2014,1,23,-4,-5,WN,EWR,HOU,238,1411,12
2014,1,23,-2,9,WN,EWR,HOU,241,1411,16
2014,1,23,-2,-15,WN,EWR,HOU,225,1411,5
2014,1,23,-2,5,WN,EWR,MDW,122,711,6
2014,1,23,7,2,WN,EWR,MDW,117,711,15
2014,1,23,-1,-2,WN,EWR,MDW,117,711,17
2014,1,23,41,14,WN,EWR,MDW,108,711,21
2014,1,23,-7,-19,WN,EWR,MDW,115,711,7
2014,1,23,-7,-12,WN,EWR,MDW,118,711,11
2014,1,23,0,-12,WN,EWR,MSY,199,1167,18
2014,1,23,0,-10,WN,EWR,PHX,307,2133,13
2014,1,23,-7,-11,WN,EWR,STL,138,872,6
2014,1,23,-6,-10,WN,EWR,STL,138,872,17
2014,1,23,-2,-18,WN,LGA,ATL,127,762,5
2014,1,23,-3,-21,WN,LGA,BNA,129,764,11
2014,1,23,6,20,WN,LGA,BNA,134,764,17
2014,1,23,0,-14,WN,LGA,DEN,229,1620,11
2014,1,23,65,38,WN,LGA,DEN,225,1620,17
2014,1,23,10,11,WN,LGA,HOU,243,1428,16
2014,1,23,26,24,WN,LGA,HOU,231,1428,7
2014,1,23,5,-3,WN,LGA,MDW,117,725,13
2014,1,23,-3,-12,WN,LGA,MDW,125,725,11
2014,1,23,46,35,WN,LGA,MDW,116,725,7
2014,1,23,39,24,WN,LGA,MDW,122,725,17
